1.00 918.013029
3.00 907.225975
5.00 886.013874
7.00 854.812556
9.00 814.210237
11.00 765.257537
13.00 709.351139
15.00 647.893573
17.00 582.362439
19.00 514.596755
21.00 446.730248
23.00 380.881471
25.00 319.005492
27.00 262.812314
29.00 213.526518
31.00 171.702429
33.00 137.332814
35.00 110.038491
37.00 89.095196
39.00 73.456356
41.00 61.958886
43.00 53.544206
45.00 47.298001
47.00 42.421800
49.00 38.289533
51.00 34.500501
53.00 30.822530
55.00 27.121366
57.00 23.370445
59.00 19.657826
61.00 16.117680
63.00 12.866957
65.00 10.011003
67.00 7.650857
69.00 5.846561
71.00 4.597971
73.00 3.872730
75.00 3.621398
77.00 3.760469
79.00 4.178917
81.00 4.774526
83.00 5.462501
85.00 6.155766
87.00 6.772498
89.00 7.265547
91.00 7.619101
93.00 7.821198
95.00 7.864772
97.00 7.767974
99.00 7.566467
101.00 7.289117
103.00 6.959067
105.00 6.607495
107.00 6.265678
109.00 5.951412
111.00 5.676986
113.00 5.457985
115.00 5.302099
117.00 5.203868
119.00 5.160838
121.00 5.179060
123.00 5.255750
125.00 5.376192
127.00 5.534708
129.00 5.738351
131.00 5.984882
133.00 6.259229
135.00 6.555683
137.00 6.879997
139.00 7.226207
141.00 7.575082
143.00 7.916930
145.00 8.251227
147.00 8.563921
149.00 8.831150
151.00 9.044189
153.00 9.204835
155.00 9.300799
157.00 9.314664
159.00 9.252234
161.00 9.132506
163.00 8.957258
165.00 8.722958
167.00 8.453547
169.00 8.185400
171.00 7.928729
173.00 7.681851
175.00 7.472857
177.00 7.342488
179.00 7.291658
