1.00 192.663702
3.00 186.855950
5.00 182.472112
7.00 180.926099
9.00 176.832293
11.00 169.192421
13.00 162.308966
15.00 156.820826
17.00 149.432451
19.00 140.065721
21.00 131.533218
23.00 123.738452
25.00 114.370636
27.00 103.718339
29.00 93.872692
31.00 84.734071
33.00 74.802770
35.00 64.498971
37.00 55.419887
39.00 47.532913
41.00 39.783546
43.00 32.421139
45.00 26.491138
47.00 21.891457
49.00 17.763720
51.00 14.103567
53.00 11.487767
55.00 9.782772
57.00 8.349660
59.00 7.083218
61.00 6.281827
63.00 5.854062
65.00 5.421749
67.00 4.925482
69.00 4.546099
71.00 4.257903
73.00 3.893723
75.00 3.460740
77.00 3.075390
79.00 2.741517
81.00 2.406177
83.00 2.096370
85.00 1.860075
87.00 1.688998
89.00 1.574799
91.00 1.534766
93.00 1.553363
95.00 1.596576
97.00 1.676622
99.00 1.810286
101.00 1.949026
103.00 2.043153
105.00 2.123521
107.00 2.227139
109.00 2.305311
111.00 2.302753
113.00 2.261577
115.00 2.245213
117.00 2.222823
119.00 2.135003
121.00 2.016729
123.00 1.944637
125.00 1.908313
127.00 1.845260
129.00 1.768811
131.00 1.749770
133.00 1.792730
135.00 1.838526
137.00 1.878963
139.00 1.966713
141.00 2.113183
143.00 2.272030
145.00 2.427494
147.00 2.611109
149.00 2.826845
151.00 3.042939
153.00 3.259035
155.00 3.498782
157.00 3.739893
159.00 3.941043
161.00 4.131378
163.00 4.369148
165.00 4.613223
167.00 4.761372
169.00 4.834473
171.00 4.976311
173.00 5.212030
175.00 5.354085
177.00 5.262298
179.00 5.086571
