1.00 1610.302756
3.00 1590.313648
5.00 1551.391780
7.00 1494.536536
9.00 1420.722945
11.00 1331.958124
13.00 1231.225293
15.00 1121.432850
17.00 1005.230333
19.00 885.702462
21.00 766.506863
23.00 651.318524
25.00 543.475627
27.00 445.869613
29.00 360.592468
31.00 288.583115
33.00 229.748889
35.00 183.307651
37.00 147.905842
39.00 121.680395
41.00 102.571315
43.00 88.684769
45.00 78.405086
47.00 70.371653
49.00 63.534474
51.00 57.208951
53.00 51.006414
55.00 44.739697
57.00 38.405026
59.00 32.159197
61.00 26.228140
63.00 20.827805
65.00 16.149063
67.00 12.345600
69.00 9.497026
71.00 7.598280
73.00 6.584709
75.00 6.345917
77.00 6.725563
79.00 7.541523
81.00 8.617083
83.00 9.791972
85.00 10.923700
87.00 11.900582
89.00 12.652087
91.00 13.142142
93.00 13.361406
95.00 13.327726
97.00 13.080811
99.00 12.669727
101.00 12.147283
103.00 11.568748
105.00 10.984230
107.00 10.432489
109.00 9.944058
111.00 9.542325
113.00 9.238264
115.00 9.032453
117.00 8.923789
119.00 8.908736
121.00 8.975993
123.00 9.113470
125.00 9.317153
127.00 9.584106
129.00 9.905008
131.00 10.273671
133.00 10.693164
135.00 11.162558
137.00 11.669967
139.00 12.205907
141.00 12.766616
143.00 13.337168
145.00 13.890246
147.00 14.406301
149.00 14.873515
151.00 15.267252
153.00 15.556713
155.00 15.732438
157.00 15.799356
159.00 15.748190
161.00 15.568536
163.00 15.283465
165.00 14.932569
167.00 14.530402
169.00 14.084937
171.00 13.642915
173.00 13.263631
175.00 12.958755
177.00 12.714923
179.00 12.563885
