1.00 1640.664485
3.00 1540.505225
5.00 1358.696166
7.00 1125.959573
9.00 875.995510
11.00 637.782332
13.00 431.869568
15.00 269.905418
17.00 155.367962
19.00 84.699676
21.00 49.390682
23.00 39.084052
25.00 44.426093
27.00 58.391899
29.00 76.210851
31.00 94.803818
33.00 112.231135
35.00 127.188973
37.00 138.647022
39.00 145.803043
41.00 148.274724
43.00 146.207895
45.00 140.145695
47.00 130.808281
49.00 118.963630
51.00 105.400475
53.00 90.917303
55.00 76.281950
57.00 62.183864
59.00 49.201484
61.00 37.776339
63.00 28.190462
65.00 20.561059
67.00 14.858528
69.00 10.936545
71.00 8.561458
73.00 7.441254
75.00 7.258872
77.00 7.706062
79.00 8.510409
81.00 9.451964
83.00 10.368063
85.00 11.147702
87.00 11.721217
89.00 12.051190
91.00 12.126497
93.00 11.957643
95.00 11.570805
97.00 11.000899
99.00 10.286126
101.00 9.464886
103.00 8.573981
105.00 7.647417
107.00 6.715801
109.00 5.806058
111.00 4.941153
113.00 4.139865
115.00 3.416807
117.00 2.782568
119.00 2.243790
121.00 1.803178
123.00 1.459658
125.00 1.208748
127.00 1.043031
129.00 0.952660
131.00 0.925896
133.00 0.949713
135.00 1.010644
137.00 1.095937
139.00 1.194596
141.00 1.297976
143.00 1.400400
145.00 1.500135
147.00 1.599975
149.00 1.706570
151.00 1.829096
153.00 1.978222
155.00 2.165061
157.00 2.399282
159.00 2.686900
161.00 3.028931
163.00 3.420901
165.00 3.852445
167.00 4.307183
169.00 4.763757
171.00 5.197862
173.00 5.584338
175.00 5.899108
177.00 6.121477
179.00 6.236507
