1.00 1598.560514
3.00 1547.636558
5.00 1452.121067
7.00 1323.149369
9.00 1174.027680
11.00 1017.434077
13.00 863.588731
15.00 719.968790
17.00 592.059494
19.00 483.953679
21.00 398.054509
23.00 334.314591
25.00 290.071887
27.00 260.912777
29.00 241.960284
31.00 228.796468
33.00 217.855649
35.00 206.596521
37.00 193.626052
39.00 178.645744
41.00 162.115890
43.00 144.793666
45.00 127.402431
47.00 110.528619
49.00 94.649253
51.00 80.157942
53.00 67.344836
55.00 56.363072
57.00 47.220488
59.00 39.804116
61.00 33.922017
63.00 29.344534
65.00 25.836148
67.00 23.177301
69.00 21.177255
71.00 19.677987
73.00 18.550261
75.00 17.686150
77.00 16.993547
79.00 16.395308
81.00 15.830916
83.00 15.256957
85.00 14.645353
87.00 13.980842
89.00 13.258720
91.00 12.482596
93.00 11.662154
95.00 10.811386
97.00 9.946969
99.00 9.086143
101.00 8.244578
103.00 7.435395
105.00 6.669453
107.00 5.955841
109.00 5.301984
111.00 4.713685
113.00 4.195287
115.00 3.749557
117.00 3.377140
119.00 3.076132
121.00 2.842210
123.00 2.669011
125.00 2.548373
127.00 2.470721
129.00 2.425876
131.00 2.403975
133.00 2.396027
135.00 2.394329
137.00 2.393084
139.00 2.388924
141.00 2.380845
143.00 2.369805
145.00 2.358497
147.00 2.351116
149.00 2.352640
151.00 2.367863
153.00 2.400834
155.00 2.454616
157.00 2.530830
159.00 2.629108
161.00 2.747067
163.00 2.880735
165.00 3.024834
167.00 3.172878
169.00 3.317615
171.00 3.451792
173.00 3.568670
175.00 3.662210
177.00 3.727414
179.00 3.760845
