1.00 454.985170
3.00 449.792776
5.00 439.686330
7.00 424.909134
9.00 405.611796
11.00 382.131430
13.00 355.094855
15.00 325.208508
17.00 293.161629
19.00 259.801134
21.00 226.218875
23.00 193.556447
25.00 162.793815
27.00 134.725285
29.00 109.967365
31.00 88.867977
33.00 71.454495
35.00 57.521925
37.00 46.730951
39.00 38.617818
41.00 32.619540
43.00 28.185563
45.00 24.864540
47.00 22.285690
49.00 20.127735
51.00 18.153978
53.00 16.240984
55.00 14.337134
57.00 12.418736
59.00 10.502171
61.00 8.653863
63.00 6.950063
65.00 5.441684
67.00 4.167446
69.00 3.166792
71.00 2.457154
73.00 2.020124
75.00 1.823992
77.00 1.838824
79.00 2.021138
81.00 2.309809
83.00 2.650712
85.00 3.008381
87.00 3.349276
89.00 3.636269
91.00 3.847283
93.00 3.981098
95.00 4.040041
97.00 4.023541
99.00 3.940444
101.00 3.810118
103.00 3.648556
105.00 3.466412
107.00 3.278722
109.00 3.101999
111.00 2.943685
113.00 2.806718
115.00 2.699701
117.00 2.630226
119.00 2.594685
121.00 2.587298
123.00 2.611864
125.00 2.672424
127.00 2.761277
129.00 2.869204
131.00 2.998433
133.00 3.152569
135.00 3.323255
137.00 3.499854
139.00 3.682528
141.00 3.872543
143.00 4.059411
145.00 4.230808
147.00 4.385406
149.00 4.522982
151.00 4.632239
153.00 4.702167
155.00 4.735492
157.00 4.737436
159.00 4.702040
161.00 4.624454
163.00 4.516238
165.00 4.392745
167.00 4.255629
169.00 4.104750
171.00 3.956935
173.00 3.833082
175.00 3.734949
177.00 3.655450
179.00 3.605207
