1.00 161.277000
3.00 159.008095
5.00 155.416292
7.00 150.821613
9.00 144.599097
11.00 136.509724
13.00 127.177312
15.00 117.083856
17.00 106.122474
19.00 94.376443
21.00 82.506240
23.00 71.108816
25.00 60.319490
27.00 50.248849
29.00 41.279346
31.00 33.694351
33.00 27.399393
35.00 22.208818
37.00 18.106078
39.00 15.051827
41.00 12.793084
43.00 11.045512
45.00 9.695843
47.00 8.692317
49.00 7.887875
51.00 7.125622
53.00 6.372707
55.00 5.658743
57.00 4.961032
59.00 4.239434
61.00 3.519132
63.00 2.858035
65.00 2.273770
67.00 1.759794
69.00 1.333988
71.00 1.020937
73.00 0.814965
75.00 0.697269
77.00 0.663311
79.00 0.706010
81.00 0.797903
83.00 0.913180
85.00 1.045101
87.00 1.185596
89.00 1.311406
91.00 1.405718
93.00 1.472649
95.00 1.517737
97.00 1.533329
99.00 1.514274
101.00 1.470746
103.00 1.414792
105.00 1.347887
107.00 1.270206
109.00 1.190201
111.00 1.117057
113.00 1.052484
115.00 0.996033
117.00 0.951557
119.00 0.923464
121.00 0.911522
123.00 0.913219
125.00 0.928163
127.00 0.957433
129.00 1.000305
131.00 1.053680
133.00 1.114586
135.00 1.181955
137.00 1.255000
139.00 1.330694
141.00 1.404939
143.00 1.475749
145.00 1.542347
147.00 1.601610
149.00 1.649278
151.00 1.684371
153.00 1.707787
155.00 1.717387
157.00 1.710110
159.00 1.688055
161.00 1.655978
163.00 1.614120
165.00 1.561087
167.00 1.502019
169.00 1.445294
171.00 1.392591
173.00 1.341988
175.00 1.298915
177.00 1.272340
179.00 1.262280
